id,Rings
91675,10
91676,11
91677,13
91678,6
91679,9
91680,9
91681,11
91682,8
91683,5
91684,10
91685,7
91686,9
91687,10
91688,14
91689,9
91690,7
91691,5
91692,12
91693,8
91694,10
91695,8
91696,7
91697,10
91698,4
91699,13
91700,7
91701,15
91702,11
91703,10
91704,6
91705,7
91706,9
91707,9
91708,14
91709,11
91710,11
91711,12
91712,10
91713,10
91714,13
91715,13
91716,10
91717,11
91718,8
91719,10
91720,9
91721,14
91722,9
91723,10
91724,7
91725,10
91726,8
91727,5
91728,9
91729,10
91730,12
91731,12
91732,6
91733,11
91734,10
91735,8
91736,5
91737,8
91738,10
91739,8
91740,16
91741,10
91742,11
91743,7
91744,11
91745,8
91746,11
91747,6
91748,9
91749,11
91750,8
91751,6
91752,5
91753,6
91754,11
91755,7
91756,9
91757,13
91758,10
91759,10
91760,11
91761,8
91762,9
91763,5
91764,9
91765,9
91766,7
91767,8
91768,9
91769,10
91770,6
91771,12
91772,9
91773,12
91774,10
91775,6
91776,11
91777,5
91778,10
91779,8
91780,6
91781,10
91782,13
91783,10
91784,9
91785,10
91786,12
91787,12
91788,11
91789,11
91790,10
91791,6
91792,6
91793,12
91794,12
91795,12
91796,6
91797,11
91798,7
91799,9
91800,10
91801,11
91802,13
91803,6
91804,7
91805,10
91806,7
91807,5
91808,10
91809,10
91810,13
91811,10
91812,6
91813,7
91814,10
91815,10
91816,10
91817,6
91818,7
91819,6
91820,9
91821,6
91822,10
91823,14
91824,7
91825,12
91826,8
91827,11
91828,9
91829,14
91830,6
91831,10
91832,7
91833,11
91834,8
91835,5
91836,6
91837,9
91838,9
91839,9
91840,7
91841,8
91842,6
91843,11
91844,5
91845,14
91846,10
91847,6
91848,10
91849,9
91850,9
91851,9
91852,13
91853,9
91854,6
91855,9
91856,9
91857,7
91858,10
91859,8
91860,10
91861,6
91862,10
91863,7
91864,5
91865,13
91866,6
91867,9
91868,11
91869,9
91870,10
91871,12
91872,5
91873,10
91874,9
91875,6
91876,7
91877,8
91878,11
91879,6
91880,13
91881,11
91882,14
91883,13
91884,10
91885,5
91886,5
91887,8
91888,9
91889,14
91890,10
91891,13
91892,5
91893,8
91894,6
91895,13
91896,10
91897,12
91898,9
91899,9
91900,6
91901,10
91902,7
91903,7
91904,7
91905,11
91906,13
91907,12
91908,10
91909,7
91910,13
91911,10
91912,8
91913,9
91914,7
91915,8
91916,12
91917,13
91918,7
91919,7
91920,6
91921,10
91922,10
91923,5
91924,10
91925,7
91926,11
91927,9
91928,7
91929,8
91930,10
91931,10
91932,9
91933,7
91934,9
91935,9
91936,9
91937,10
91938,12
91939,8
91940,11
91941,11
91942,10
91943,10
91944,8
91945,10
91946,8
91947,11
91948,10
91949,11
91950,12
91951,6
91952,8
91953,9
91954,16
91955,5
91956,9
91957,11
91958,11
91959,6
91960,12
91961,9
91962,9
91963,9
91964,13
91965,10
91966,10
91967,7
91968,9
91969,7
91970,8
91971,14
91972,11
91973,12
91974,9
91975,8
91976,9
91977,10
91978,8
91979,7
91980,6
91981,8
91982,10
91983,7
91984,6
91985,6
91986,10
91987,8
91988,6
91989,9
91990,8
91991,8
91992,14
91993,13
91994,5
91995,10
91996,14
91997,12
91998,6
91999,11
92000,8
92001,12
92002,9
92003,9
92004,11
92005,6
92006,8
92007,12
92008,10
92009,9
92010,7
92011,8
92012,10
92013,7
92014,10
92015,5
92016,10
92017,8
92018,12
92019,13
92020,10
92021,7
92022,10
92023,8
92024,11
92025,13
92026,8
92027,5
92028,6
92029,11
92030,10
92031,8
92032,6
92033,10
92034,6
92035,11
92036,10
92037,6
92038,6
92039,9
92040,7
92041,8
92042,9
92043,10
92044,8
92045,5
92046,12
92047,10
92048,10
92049,9
92050,11
92051,7
92052,14
92053,10
92054,6
92055,9
92056,10
92057,9
92058,16
92059,7
92060,9
92061,9
92062,8
92063,6
92064,11
92065,8
92066,9
92067,5
92068,10
92069,8
92070,14
92071,10
92072,8
92073,6
92074,10
92075,10
92076,12
92077,9
92078,10
92079,8
92080,7
92081,9
92082,10
92083,10
92084,10
92085,7
92086,11
92087,5
92088,7
92089,9
92090,10
92091,6
92092,7
92093,7
92094,6
92095,8
92096,11
92097,14
92098,8
92099,13
92100,13
92101,8
92102,10
92103,5
92104,11
92105,9
92106,10
92107,5
92108,8
92109,9
92110,6
92111,8
92112,6
92113,6
92114,8
92115,9
92116,10
92117,9
92118,10
92119,5
92120,5
92121,8
92122,9
92123,14
92124,15
92125,11
92126,6
92127,8
92128,5
92129,7
92130,6
92131,6
92132,12
92133,7
92134,11
92135,5
92136,8
92137,7
92138,6
92139,11
92140,6
92141,6
92142,11
92143,6
92144,8
92145,10
92146,6
92147,6
92148,11
92149,10
92150,11
92151,9
92152,13
92153,7
92154,12
92155,12
92156,8
92157,9
92158,9
92159,11
92160,7
92161,12
92162,6
92163,12
92164,8
92165,12
92166,10
92167,11
92168,7
92169,10
92170,8
92171,9
92172,9
92173,10
92174,13
92175,6
92176,7
92177,9
92178,10
92179,9
92180,7
92181,10
92182,9
92183,7
92184,13
92185,10
92186,14
92187,11
92188,6
92189,5
92190,8
92191,7
92192,12
92193,7
92194,8
92195,5
92196,10
92197,6
92198,9
92199,10
92200,11
92201,8
92202,7
92203,9
92204,12
92205,8
92206,10
92207,10
92208,5
92209,8
92210,9
92211,8
92212,10
92213,10
92214,10
92215,11
92216,11
92217,5
92218,6
92219,9
92220,10
92221,12
92222,10
92223,6
92224,10
92225,8
92226,6
92227,9
92228,10
92229,6
92230,10
92231,9
92232,12
92233,15
92234,5
92235,10
92236,10
92237,10
92238,8
92239,6
92240,11
92241,10
92242,10
92243,8
92244,11
92245,9
92246,9
92247,11
92248,9
92249,7
92250,10
92251,9
92252,8
92253,6
92254,5
92255,9
92256,8
92257,12
92258,10
92259,9
92260,10
92261,9
92262,11
92263,13
92264,8
92265,7
92266,10
92267,6
92268,11
92269,11
92270,8
92271,6
92272,10
92273,11
92274,9
92275,13
92276,9
92277,10
92278,12
92279,7
92280,5
92281,14
92282,11
92283,9
92284,7
92285,8
92286,14
92287,11
92288,5
92289,7
92290,5
92291,5
92292,8
92293,8
92294,11
92295,10
92296,10
92297,6
92298,12
92299,14
92300,9
92301,9
92302,5
92303,8
92304,14
92305,9
92306,16
92307,8
92308,14
92309,10
92310,11
92311,5
92312,11
92313,8
92314,10
92315,9
92316,6
92317,7
92318,7
92319,5
92320,5
92321,9
92322,7
92323,7
92324,10
92325,10
92326,6
92327,9
92328,7
92329,7
92330,10
92331,10
92332,13
92333,10
92334,10
92335,8
92336,7
92337,4
92338,10
92339,7
92340,7
92341,6
92342,14
92343,7
92344,6
92345,7
92346,8
92347,11
92348,10
92349,9
92350,6
92351,11
92352,14
92353,8
92354,7
92355,10
92356,5
92357,11
92358,9
92359,9
92360,11
92361,13
92362,10
92363,12
92364,6
92365,10
92366,8
92367,7
92368,11
92369,9
92370,9
92371,9
92372,12
92373,10
92374,5
92375,7
92376,13
92377,14
92378,10
92379,10
92380,8
92381,5
92382,9
92383,12
92384,11
92385,6
92386,9
92387,5
92388,6
92389,6
92390,7
92391,8
92392,8
92393,5
92394,5
92395,13
92396,6
92397,13
92398,9
92399,6
92400,10
92401,7
92402,5
92403,8
92404,8
92405,10
92406,10
92407,5
92408,7
92409,9
92410,9
92411,8
92412,13
92413,10
92414,13
92415,6
92416,10
92417,10
92418,9
92419,10
92420,10
92421,9
92422,8
92423,16
92424,10
92425,6
92426,9
92427,9
92428,11
92429,10
92430,8
92431,10
92432,13
92433,8
92434,8
92435,8
92436,10
92437,4
92438,11
92439,6
92440,5
92441,11
92442,9
92443,12
92444,12
92445,7
92446,8
92447,6
92448,9
92449,10
92450,13
92451,16
92452,10
92453,8
92454,11
92455,10
92456,9
92457,10
92458,9
92459,7
92460,9
92461,9
92462,9
92463,10
92464,12
92465,8
92466,13
92467,12
92468,8
92469,8
92470,9
92471,8
92472,9
92473,9
92474,10
92475,9
92476,8
92477,8
92478,11
92479,6
92480,10
92481,8
92482,10
92483,8
92484,10
92485,10
92486,12
92487,10
92488,6
92489,8
92490,8
92491,11
92492,10
92493,6
92494,10
92495,7
92496,5
92497,10
92498,5
92499,6
92500,9
92501,6
92502,10
92503,11
92504,10
92505,10
92506,9
92507,10
92508,10
92509,9
92510,10
92511,11
92512,11
92513,8
92514,11
92515,13
92516,5
92517,7
92518,10
92519,10
92520,7
92521,9
92522,14
92523,7
92524,13
92525,8
92526,9
92527,9
92528,7
92529,13
92530,10
92531,7
92532,8
92533,6
92534,10
92535,11
92536,9
92537,9
92538,6
92539,9
92540,9
92541,11
92542,8
92543,14
92544,9
92545,10
92546,10
92547,8
92548,4
92549,11
92550,9
92551,9
92552,9
92553,8
92554,7
92555,9
92556,10
92557,16
92558,13
92559,10
92560,12
92561,10
92562,10
92563,10
92564,11
92565,7
92566,10
92567,8
92568,11
92569,6
92570,6
92571,12
92572,10
92573,10
92574,8
92575,5
92576,9
92577,12
92578,8
92579,6
92580,7
92581,8
92582,10
92583,8
92584,5
92585,8
92586,6
92587,13
92588,11
92589,10
92590,8
92591,13
92592,10
92593,10
92594,14
92595,10
92596,11
92597,12
92598,8
92599,10
92600,6
92601,12
92602,5
92603,6
92604,7
92605,4
92606,13
92607,6
92608,14
92609,7
92610,9
92611,9
92612,7
92613,6
92614,12
92615,12
92616,9
92617,10
92618,11
92619,10
92620,11
92621,11
92622,10
92623,8
92624,9
92625,7
92626,10
92627,14
92628,12
92629,8
92630,7
92631,8
92632,11
92633,9
92634,10
92635,6
92636,11
92637,7
92638,10
92639,11
92640,10
92641,7
92642,8
92643,6
92644,10
92645,6
92646,6
92647,10
92648,10
92649,10
92650,10
92651,11
92652,9
92653,10
92654,7
92655,9
92656,12
92657,8
92658,6
92659,4
92660,7
92661,6
92662,9
92663,10
92664,12
92665,11
92666,5
92667,10
92668,11
92669,10
92670,9
92671,7
92672,10
92673,10
92674,6
92675,11
92676,7
92677,9
92678,6
92679,6
92680,5
92681,12
92682,6
92683,7
92684,8
92685,10
92686,10
92687,6
92688,9
92689,10
92690,7
92691,7
92692,12
92693,5
92694,12
92695,9
92696,11
92697,10
92698,5
92699,7
92700,5
92701,11
92702,9
92703,10
92704,10
92705,10
92706,6
92707,10
92708,9
92709,11
92710,11
92711,7
92712,6
92713,12
92714,10
92715,9
92716,9
92717,14
92718,8
92719,9
92720,9
92721,7
92722,11
92723,9
92724,7
92725,6
92726,9
92727,10
92728,11
92729,10
92730,12
92731,10
92732,9
92733,9
92734,11
92735,6
92736,10
92737,10
92738,10
92739,7
92740,6
92741,6
92742,13
92743,11
92744,4
92745,9
92746,9
92747,11
92748,12
92749,6
92750,6
92751,12
92752,9
92753,4
92754,6
92755,16
92756,8
92757,7
92758,6
92759,8
92760,8
92761,14
92762,10
92763,13
92764,5
92765,6
92766,8
92767,8
92768,9
92769,12
92770,7
92771,9
92772,8
92773,7
92774,8
92775,7
92776,7
92777,10
92778,7
92779,10
92780,10
92781,10
92782,12
92783,9
92784,9
92785,13
92786,8
92787,12
92788,8
92789,11
92790,10
92791,9
92792,10
92793,6
92794,8
92795,8
92796,12
92797,7
92798,10
92799,6
92800,8
92801,10
92802,11
92803,10
92804,7
92805,8
92806,14
92807,10
92808,6
92809,10
92810,8
92811,5
92812,7
92813,10
92814,9
92815,10
92816,5
92817,6
92818,6
92819,11
92820,11
92821,9
92822,12
92823,7
92824,8
92825,9
92826,11
92827,10
92828,8
92829,7
92830,10
92831,11
92832,5
92833,7
92834,9
92835,10
92836,9
92837,9
92838,8
92839,15
92840,6
92841,9
92842,7
92843,7
92844,12
92845,5
92846,9
92847,10
92848,6
92849,9
92850,7
92851,6
92852,5
92853,10
92854,9
92855,10
92856,9
92857,6
92858,6
92859,12
92860,8
92861,11
92862,8
92863,7
92864,11
92865,7
92866,9
92867,11
92868,5
92869,9
92870,14
92871,5
92872,9
92873,5
92874,7
92875,10
92876,5
92877,12
92878,12
92879,10
92880,8
92881,5
92882,6
92883,10
92884,11
92885,7
92886,5
92887,13
92888,11
92889,5
92890,9
92891,13
92892,10
92893,9
92894,10
92895,7
92896,9
92897,8
92898,13
92899,11
92900,7
92901,7
92902,11
92903,10
92904,9
92905,13
92906,7
92907,9
92908,7
92909,11
92910,6
92911,6
92912,7
92913,8
92914,9
92915,9
92916,7
92917,4
92918,9
92919,6
92920,7
92921,8
92922,12
92923,7
92924,12
92925,12
92926,10
92927,7
92928,10
92929,12
92930,8
92931,8
92932,8
92933,6
92934,8
92935,10
92936,12
92937,12
92938,8
92939,5
92940,10
92941,6
92942,11
92943,9
92944,7
92945,13
92946,9
92947,10
92948,6
92949,13
92950,6
92951,5
92952,9
92953,7
92954,10
92955,6
92956,10
92957,10
92958,7
92959,6
92960,13
92961,6
92962,10
92963,8
92964,11
92965,7
92966,7
92967,6
92968,9
92969,5
92970,11
92971,12
92972,11
92973,9
92974,11
92975,13
92976,6
92977,13
92978,10
92979,12
92980,15
92981,9
92982,11
92983,10
92984,9
92985,9
92986,5
92987,11
92988,8
92989,9
92990,10
92991,11
92992,10
92993,8
92994,8
92995,7
92996,11
92997,10
92998,14
92999,10
93000,12
93001,6
93002,11
93003,7
93004,9
93005,10
93006,13
93007,9
93008,14
93009,11
93010,7
93011,6
93012,8
93013,11
93014,5
93015,6
93016,8
93017,14
93018,13
93019,6
93020,7
93021,10
93022,10
93023,5
93024,7
93025,9
93026,13
93027,7
93028,13
93029,7
93030,11
93031,11
93032,12
93033,10
93034,8
93035,10
93036,14
93037,8
93038,8
93039,5
93040,11
93041,11
93042,10
93043,7
93044,9
93045,12
93046,8
93047,6
93048,10
93049,8
93050,11
93051,7
93052,10
93053,14
93054,10
93055,6
93056,8
93057,9
93058,11
93059,7
93060,14
93061,15
93062,10
93063,14
93064,7
93065,10
93066,10
93067,4
93068,7
93069,7
93070,13
93071,8
93072,9
93073,12
93074,10
93075,11
93076,9
93077,10
93078,11
93079,7
93080,11
93081,10
93082,8
93083,9
93084,11
93085,10
93086,7
93087,5
93088,9
93089,7
93090,12
93091,10
93092,9
93093,7
93094,4
93095,8
93096,7
93097,6
93098,5
93099,11
93100,10
93101,11
93102,6
93103,8
93104,10
93105,12
93106,10
93107,7
93108,10
93109,8
93110,12
93111,13
93112,8
93113,8
93114,10
93115,10
93116,8
93117,11
93118,9
93119,10
93120,15
93121,10
93122,9
93123,10
93124,9
93125,9
93126,9
93127,13
93128,7
93129,10
93130,8
93131,12
93132,11
93133,13
93134,11
93135,13
93136,7
93137,10
93138,10
93139,8
93140,11
93141,7
93142,10
93143,13
93144,6
93145,9
93146,5
93147,12
93148,10
93149,8
93150,6
93151,11
93152,16
93153,10
93154,8
93155,9
93156,10
93157,7
93158,6
93159,10
93160,11
93161,7
93162,7
93163,9
93164,7
93165,5
93166,6
93167,14
93168,11
93169,11
93170,8
93171,10
93172,9
93173,10
93174,13
93175,10
93176,11
93177,6
93178,11
93179,10
93180,10
93181,11
93182,5
93183,14
93184,5
93185,6
93186,14
93187,5
93188,11
93189,13
93190,9
93191,11
93192,7
93193,8
93194,9
93195,10
93196,10
93197,10
93198,10
93199,10
93200,10
93201,7
93202,10
93203,6
93204,7
93205,7
93206,7
93207,7
93208,9
93209,6
93210,13
93211,9
93212,11
93213,5
93214,5
93215,8
93216,9
93217,10
93218,7
93219,10
93220,7
93221,9
93222,13
93223,14
93224,10
93225,12
93226,10
93227,10
93228,12
93229,7
93230,8
93231,6
93232,11
93233,7
93234,9
93235,9
93236,10
93237,6
93238,10
93239,7
93240,13
93241,13
93242,14
93243,13
93244,9
93245,9
93246,8
93247,10
93248,11
93249,10
93250,9
93251,7
93252,9
93253,7
93254,13
93255,12
93256,8
93257,13
93258,6
93259,8
93260,8
93261,9
93262,8
93263,13
93264,9
93265,7
93266,10
93267,10
93268,8
93269,9
93270,10
93271,8
93272,11
93273,12
93274,8
93275,9
93276,8
93277,9
93278,10
93279,13
93280,13
93281,10
93282,13
93283,12
93284,6
93285,5
93286,14
93287,13
93288,10
93289,8
93290,12
93291,11
93292,9
93293,14
93294,9
93295,6
93296,14
93297,15
93298,11
93299,8
93300,11
93301,9
93302,6
93303,13
93304,10
93305,9
93306,11
93307,14
93308,9
93309,7
93310,10
93311,8
93312,8
93313,6
93314,10
93315,11
93316,9
93317,11
93318,12
93319,5
93320,6
93321,10
93322,7
93323,9
93324,8
93325,11
93326,7
93327,12
93328,7
93329,13
93330,8
93331,10
93332,9
93333,10
93334,6
93335,10
93336,9
93337,10
93338,11
93339,10
93340,5
93341,13
93342,7
93343,7
93344,6
93345,9
93346,14
93347,10
93348,11
93349,13
93350,9
93351,10
93352,12
93353,7
93354,6
93355,11
93356,12
93357,9
93358,7
93359,7
93360,12
93361,7
93362,10
93363,12
93364,10
93365,9
93366,10
93367,8
93368,9
93369,5
93370,12
93371,9
93372,8
93373,8
93374,7
93375,10
93376,8
93377,5
93378,9
93379,8
93380,7
93381,12
93382,6
93383,6
93384,10
93385,8
93386,6
93387,8
93388,11
93389,9
93390,9
93391,8
93392,6
93393,8
93394,9
93395,6
93396,10
93397,8
93398,6
93399,8
93400,10
93401,7
93402,8
93403,7
93404,10
93405,10
93406,13
93407,9
93408,11
93409,10
93410,6
93411,11
